"lab","subject","scenario","attribution","punishment","outcome","prison","mental_inst","free"
14,"14_38","jealous_rage",1,3,"prison",1,0,0
14,"14_39","operable",0,1,"prison",1,0,0
14,"14_40","operable",1,4,"mental_inst",0,1,0
14,"14_41","operable",0,5,"prison",1,0,0
14,"14_42","inoperable",1,2,"mental_inst",0,1,0
14,"14_43","inoperable",0,4,"free",0,0,1
14,"14_44","jealous_rage",1,2,"free",0,0,1
14,"14_45","operable",0,4,"free",0,0,1
14,"14_46","operable",1,3,"mental_inst",0,1,0
14,"14_47","inoperable",0,7,"prison",1,0,0
14,"14_48","jealous_rage",1,7,"mental_inst",0,1,0
14,"14_49","inoperable",0,3,"mental_inst",0,1,0
14,"14_50","jealous_rage",1,4,"free",0,0,1
14,"14_51","inoperable",0,3,"prison",1,0,0
14,"14_52","inoperable",1,7,"mental_inst",0,1,0
14,"14_53","jealous_rage",0,3,"free",0,0,1
14,"14_54","operable",1,3,"mental_inst",0,1,0
14,"14_55","jealous_rage",0,7,"mental_inst",0,1,0
14,"14_56","operable",1,2,"prison",1,0,0
14,"14_57","jealous_rage",0,6,"mental_inst",0,1,0
14,"14_58","operable",1,3,"free",0,0,1
14,"14_59","jealous_rage",0,5,"mental_inst",0,1,0
14,"14_60","jealous_rage",1,1,"free",0,0,1
14,"14_61","operable",0,2,"prison",1,0,0
14,"14_62","inoperable",1,7,"free",0,0,1
14,"14_63","inoperable",0,7,"free",0,0,1
14,"14_64","inoperable",1,5,"free",0,0,1
14,"14_65","operable",0,5,"mental_inst",0,1,0
14,"14_66","operable",1,1,"prison",1,0,0
14,"14_67","operable",0,4,"free",0,0,1
14,"14_68","jealous_rage",1,3,"free",0,0,1
14,"14_69","inoperable",0,6,"prison",1,0,0
14,"14_70","jealous_rage",1,4,"prison",1,0,0
14,"14_71","jealous_rage",0,7,"prison",1,0,0
14,"14_72","jealous_rage",1,2,"mental_inst",0,1,0
14,"14_73","jealous_rage",0,2,"prison",1,0,0
14,"14_74","inoperable",1,4,"free",0,0,1
14,"14_75","inoperable",0,5,"mental_inst",0,1,0
14,"14_76","inoperable",1,2,"free",0,0,1
14,"14_77","jealous_rage",0,5,"free",0,0,1
14,"14_78","operable",1,3,"free",0,0,1
14,"14_79","jealous_rage",0,2,"free",0,0,1
14,"14_80","inoperable",1,2,"free",0,0,1
15,"15_1","inoperable",0,1,"mental_inst",0,1,0
15,"15_2","operable",1,6,"prison",1,0,0
15,"15_3","inoperable",0,4,"mental_inst",0,1,0
15,"15_4","operable",1,2,"mental_inst",0,1,0
15,"15_5","inoperable",0,1,"prison",1,0,0
15,"15_6","inoperable",1,5,"mental_inst",0,1,0
15,"15_7","jealous_rage",0,3,"prison",1,0,0
15,"15_8","inoperable",1,3,"prison",1,0,0
15,"15_9","operable",0,4,"free",0,0,1
15,"15_10","inoperable",1,4,"mental_inst",0,1,0
15,"15_11","inoperable",0,7,"prison",1,0,0
15,"15_12","operable",1,5,"prison",1,0,0
15,"15_13","jealous_rage",0,5,"free",0,0,1
15,"15_14","jealous_rage",1,6,"free",0,0,1
15,"15_15","jealous_rage",0,3,"prison",1,0,0
15,"15_16","operable",1,7,"prison",1,0,0
15,"15_17","operable",0,4,"mental_inst",0,1,0
15,"15_18","operable",1,6,"free",0,0,1
15,"15_19","operable",0,5,"prison",1,0,0
15,"15_20","jealous_rage",1,5,"mental_inst",0,1,0
15,"15_21","inoperable",0,4,"prison",1,0,0
15,"15_22","operable",1,4,"mental_inst",0,1,0
15,"15_23","operable",0,4,"mental_inst",0,1,0
15,"15_24","jealous_rage",1,2,"free",0,0,1
15,"15_25","inoperable",0,7,"mental_inst",0,1,0
15,"15_26","operable",1,1,"prison",1,0,0
15,"15_27","inoperable",0,4,"prison",1,0,0
15,"15_28","jealous_rage",1,3,"mental_inst",0,1,0
15,"15_29","operable",0,4,"prison",1,0,0
15,"15_30","inoperable",1,1,"free",0,0,1
15,"15_31","jealous_rage",0,6,"free",0,0,1
15,"15_32","operable",1,5,"free",0,0,1
15,"15_33","jealous_rage",0,4,"mental_inst",0,1,0
15,"15_34","operable",1,1,"free",0,0,1
15,"15_35","operable",0,1,"prison",1,0,0
15,"15_36","jealous_rage",1,5,"prison",1,0,0
15,"15_37","operable",0,4,"prison",1,0,0
15,"15_38","jealous_rage",1,4,"free",0,0,1
15,"15_39","operable",0,5,"free",0,0,1
15,"15_40","jealous_rage",1,2,"prison",1,0,0
15,"15_41","jealous_rage",0,6,"mental_inst",0,1,0
15,"15_42","inoperable",1,4,"prison",1,0,0
15,"15_43","operable",0,2,"free",0,0,1
15,"15_44","operable",1,5,"prison",1,0,0
15,"15_45","jealous_rage",0,4,"prison",1,0,0
15,"15_46","jealous_rage",1,5,"free",0,0,1
15,"15_47","jealous_rage",0,6,"free",0,0,1
15,"15_48","inoperable",1,4,"free",0,0,1
15,"15_49","operable",0,2,"free",0,0,1
15,"15_50","operable",1,6,"prison",1,0,0
15,"15_51","operable",0,2,"free",0,0,1
15,"15_52","operable",1,4,"mental_inst",0,1,0
15,"15_53","operable",0,4,"mental_inst",0,1,0
15,"15_54","inoperable",1,3,"mental_inst",0,1,0
15,"15_55","jealous_rage",0,2,"prison",1,0,0
15,"15_56","jealous_rage",1,2,"prison",1,0,0
15,"15_57","inoperable",0,2,"free",0,0,1
15,"15_58","operable",1,2,"mental_inst",0,1,0
15,"15_59","operable",0,5,"mental_inst",0,1,0
15,"15_60","jealous_rage",1,1,"mental_inst",0,1,0
15,"15_61","operable",0,4,"free",0,0,1
15,"15_62","inoperable",1,4,"prison",1,0,0
15,"15_63","inoperable",0,4,"prison",1,0,0
15,"15_64","jealous_rage",1,7,"mental_inst",0,1,0
15,"15_65","operable",0,3,"free",0,0,1
15,"15_66","operable",1,6,"prison",1,0,0
15,"15_67","jealous_rage",0,5,"prison",1,0,0
15,"15_68","jealous_rage",1,5,"free",0,0,1
15,"15_69","operable",0,4,"mental_inst",0,1,0
15,"15_70","inoperable",1,3,"free",0,0,1
15,"15_71","operable",0,2,"prison",1,0,0
15,"15_72","inoperable",1,3,"prison",1,0,0
15,"15_73","jealous_rage",0,1,"prison",1,0,0
15,"15_74","jealous_rage",1,4,"prison",1,0,0
15,"15_75","inoperable",0,6,"prison",1,0,0
15,"15_76","jealous_rage",1,7,"mental_inst",0,1,0
15,"15_77","inoperable",0,2,"prison",1,0,0
15,"15_78","jealous_rage",1,3,"mental_inst",0,1,0
15,"15_79","jealous_rage",0,1,"mental_inst",0,1,0
15,"15_80","operable",1,3,"free",0,0,1
16,"16_1","inoperable",0,2,"prison",1,0,0
16,"16_2","operable",1,4,"free",0,0,1
16,"16_3","inoperable",0,2,"free",0,0,1
16,"16_4","jealous_rage",1,5,"free",0,0,1
16,"16_5","jealous_rage",0,6,"mental_inst",0,1,0
16,"16_6","jealous_rage",1,3,"free",0,0,1
16,"16_7","operable",0,7,"prison",1,0,0
16,"16_8","operable",1,3,"free",0,0,1
16,"16_9","operable",0,6,"mental_inst",0,1,0
16,"16_10","inoperable",1,3,"prison",1,0,0
16,"16_11","jealous_rage",0,6,"free",0,0,1
16,"16_12","jealous_rage",1,5,"free",0,0,1
16,"16_13","jealous_rage",0,7,"free",0,0,1
16,"16_14","jealous_rage",1,4,"free",0,0,1
16,"16_15","inoperable",0,1,"prison",1,0,0
16,"16_16","inoperable",1,5,"mental_inst",0,1,0
16,"16_17","operable",0,1,"prison",1,0,0
16,"16_18","operable",1,3,"free",0,0,1
16,"16_19","operable",0,5,"prison",1,0,0
16,"16_20","operable",1,3,"free",0,0,1
16,"16_21","jealous_rage",0,4,"prison",1,0,0
16,"16_22","jealous_rage",1,5,"free",0,0,1
16,"16_23","inoperable",0,4,"free",0,0,1
16,"16_24","inoperable",1,2,"prison",1,0,0
16,"16_25","inoperable",0,6,"mental_inst",0,1,0
16,"16_26","inoperable",1,7,"free",0,0,1
16,"16_27","inoperable",0,6,"prison",1,0,0
16,"16_28","operable",1,7,"mental_inst",0,1,0
16,"16_29","inoperable",0,5,"free",0,0,1
16,"16_30","inoperable",1,1,"mental_inst",0,1,0
16,"16_31","jealous_rage",0,5,"prison",1,0,0
16,"16_32","inoperable",1,7,"free",0,0,1
16,"16_33","operable",0,7,"free",0,0,1
16,"16_34","jealous_rage",1,7,"free",0,0,1
16,"16_35","operable",0,4,"mental_inst",0,1,0
16,"16_36","jealous_rage",1,3,"free",0,0,1
16,"16_37","jealous_rage",0,3,"free",0,0,1
16,"16_38","jealous_rage",1,5,"free",0,0,1
16,"16_39","jealous_rage",0,6,"free",0,0,1
16,"16_40","inoperable",1,5,"mental_inst",0,1,0
16,"16_41","operable",0,6,"mental_inst",0,1,0
16,"16_42","operable",1,4,"mental_inst",0,1,0
16,"16_43","operable",0,2,"free",0,0,1
16,"16_44","operable",1,7,"free",0,0,1
16,"16_45","jealous_rage",0,5,"prison",1,0,0
16,"16_46","operable",1,1,"prison",1,0,0
16,"16_47","inoperable",0,7,"prison",1,0,0
16,"16_48","jealous_rage",1,6,"mental_inst",0,1,0
16,"16_49","inoperable",0,6,"free",0,0,1
16,"16_50","jealous_rage",1,3,"mental_inst",0,1,0
16,"16_51","inoperable",0,2,"prison",1,0,0
16,"16_52","jealous_rage",1,3,"prison",1,0,0
16,"16_53","operable",0,3,"prison",1,0,0
16,"16_54","jealous_rage",1,7,"prison",1,0,0
16,"16_55","inoperable",0,5,"prison",1,0,0
16,"16_56","inoperable",1,2,"mental_inst",0,1,0
16,"16_57","jealous_rage",0,2,"free",0,0,1
16,"16_58","jealous_rage",1,4,"mental_inst",0,1,0
16,"16_59","jealous_rage",0,4,"free",0,0,1
16,"16_60","inoperable",1,6,"free",0,0,1
16,"16_61","operable",0,1,"mental_inst",0,1,0
16,"16_62","operable",1,3,"prison",1,0,0
16,"16_63","jealous_rage",0,4,"prison",1,0,0
16,"16_64","operable",1,7,"mental_inst",0,1,0
16,"16_65","operable",0,7,"free",0,0,1
16,"16_66","jealous_rage",1,1,"mental_inst",0,1,0
16,"16_67","jealous_rage",0,4,"free",0,0,1
16,"16_68","jealous_rage",1,4,"free",0,0,1
16,"16_69","inoperable",0,5,"mental_inst",0,1,0
16,"16_70","jealous_rage",1,5,"mental_inst",0,1,0
16,"16_71","jealous_rage",0,3,"free",0,0,1
16,"16_72","inoperable",1,7,"prison",1,0,0
16,"16_73","operable",0,6,"mental_inst",0,1,0
16,"16_74","operable",1,2,"prison",1,0,0
16,"16_75","jealous_rage",0,7,"prison",1,0,0
16,"16_76","inoperable",1,4,"prison",1,0,0
16,"16_77","operable",0,6,"mental_inst",0,1,0
16,"16_78","inoperable",1,5,"prison",1,0,0
16,"16_79","operable",0,4,"prison",1,0,0
16,"16_80","operable",1,4,"mental_inst",0,1,0
17,"17_1","jealous_rage",0,1,"prison",1,0,0
17,"17_2","jealous_rage",1,3,"prison",1,0,0
17,"17_3","jealous_rage",0,2,"free",0,0,1
17,"17_4","inoperable",1,1,"prison",1,0,0
17,"17_5","jealous_rage",0,4,"prison",1,0,0
17,"17_6","jealous_rage",1,4,"prison",1,0,0
17,"17_7","operable",0,5,"free",0,0,1
17,"17_8","inoperable",1,7,"prison",1,0,0
17,"17_9","inoperable",0,3,"prison",1,0,0
17,"17_10","jealous_rage",1,2,"free",0,0,1
17,"17_11","operable",0,5,"mental_inst",0,1,0
17,"17_12","inoperable",1,2,"prison",1,0,0
17,"17_13","operable",0,7,"mental_inst",0,1,0
17,"17_14","inoperable",1,1,"free",0,0,1
17,"17_15","operable",0,4,"prison",1,0,0
17,"17_16","operable",1,1,"mental_inst",0,1,0
17,"17_17","jealous_rage",0,3,"free",0,0,1
17,"17_18","inoperable",1,6,"prison",1,0,0
17,"17_19","operable",0,5,"mental_inst",0,1,0
17,"17_20","operable",1,2,"free",0,0,1
17,"17_21","operable",0,6,"free",0,0,1
17,"17_22","inoperable",1,1,"free",0,0,1
17,"17_23","inoperable",0,5,"free",0,0,1
17,"17_24","inoperable",1,6,"prison",1,0,0
17,"17_25","inoperable",0,4,"prison",1,0,0
17,"17_26","jealous_rage",1,3,"free",0,0,1
17,"17_27","jealous_rage",0,5,"mental_inst",0,1,0
17,"17_28","jealous_rage",1,7,"free",0,0,1
17,"17_29","inoperable",0,5,"free",0,0,1
17,"17_30","operable",1,5,"free",0,0,1
17,"17_31","inoperable",0,3,"mental_inst",0,1,0
17,"17_32","jealous_rage",1,2,"prison",1,0,0
17,"17_33","inoperable",0,3,"prison",1,0,0
17,"17_34","operable",1,3,"free",0,0,1
17,"17_35","operable",0,3,"prison",1,0,0
17,"17_36","operable",1,6,"free",0,0,1
17,"17_37","inoperable",0,6,"prison",1,0,0
17,"17_38","jealous_rage",1,1,"free",0,0,1
17,"17_39","jealous_rage",0,2,"mental_inst",0,1,0
17,"17_40","inoperable",1,5,"free",0,0,1
17,"17_41","inoperable",0,7,"free",0,0,1
17,"17_42","inoperable",1,6,"free",0,0,1
17,"17_43","jealous_rage",0,4,"mental_inst",0,1,0
17,"17_44","jealous_rage",1,4,"mental_inst",0,1,0
17,"17_45","jealous_rage",0,4,"free",0,0,1
17,"17_46","inoperable",1,3,"mental_inst",0,1,0
17,"17_47","operable",0,6,"free",0,0,1
17,"17_48","inoperable",1,5,"prison",1,0,0
17,"17_49","operable",0,1,"free",0,0,1
17,"17_50","inoperable",1,3,"free",0,0,1
17,"17_51","operable",0,3,"prison",1,0,0
17,"17_52","jealous_rage",1,1,"prison",1,0,0
17,"17_53","operable",0,6,"prison",1,0,0
17,"17_54","operable",1,7,"free",0,0,1
17,"17_55","jealous_rage",0,6,"prison",1,0,0
17,"17_56","operable",1,4,"free",0,0,1
17,"17_57","inoperable",0,5,"mental_inst",0,1,0
17,"17_58","operable",1,6,"free",0,0,1
17,"17_59","jealous_rage",0,4,"free",0,0,1
17,"17_60","operable",1,5,"mental_inst",0,1,0
17,"17_61","operable",0,6,"prison",1,0,0
17,"17_62","operable",1,6,"prison",1,0,0
17,"17_63","jealous_rage",0,2,"prison",1,0,0
17,"17_64","operable",1,2,"free",0,0,1
17,"17_65","jealous_rage",0,2,"free",0,0,1
17,"17_66","jealous_rage",1,3,"mental_inst",0,1,0
17,"17_67","inoperable",0,1,"mental_inst",0,1,0
17,"17_68","inoperable",1,1,"free",0,0,1
17,"17_69","inoperable",0,1,"mental_inst",0,1,0
17,"17_70","inoperable",1,2,"free",0,0,1
17,"17_71","jealous_rage",0,2,"prison",1,0,0
17,"17_72","jealous_rage",1,2,"mental_inst",0,1,0
17,"17_73","inoperable",0,4,"free",0,0,1
17,"17_74","jealous_rage",1,4,"free",0,0,1
17,"17_75","jealous_rage",0,2,"mental_inst",0,1,0
17,"17_76","jealous_rage",1,3,"free",0,0,1
17,"17_77","inoperable",0,3,"free",0,0,1
17,"17_78","operable",1,6,"free",0,0,1
17,"17_79","inoperable",0,7,"mental_inst",0,1,0
17,"17_80","jealous_rage",1,3,"prison",1,0,0
18,"18_1","jealous_rage",0,5,"mental_inst",0,1,0
18,"18_2","jealous_rage",1,6,"mental_inst",0,1,0
18,"18_3","jealous_rage",0,4,"mental_inst",0,1,0
18,"18_4","jealous_rage",1,3,"mental_inst",0,1,0
18,"18_5","inoperable",0,7,"free",0,0,1
18,"18_6","operable",1,1,"mental_inst",0,1,0
18,"18_7","jealous_rage",0,1,"mental_inst",0,1,0
18,"18_8","jealous_rage",1,3,"free",0,0,1
18,"18_9","operable",0,7,"mental_inst",0,1,0
18,"18_10","inoperable",1,6,"mental_inst",0,1,0
18,"18_11","jealous_rage",0,1,"free",0,0,1
18,"18_12","operable",1,4,"free",0,0,1
18,"18_13","jealous_rage",0,6,"free",0,0,1
18,"18_14","jealous_rage",1,6,"prison",1,0,0
18,"18_15","inoperable",0,2,"mental_inst",0,1,0
18,"18_16","operable",1,2,"free",0,0,1
18,"18_17","jealous_rage",0,7,"free",0,0,1
18,"18_18","jealous_rage",1,5,"mental_inst",0,1,0
18,"18_19","jealous_rage",0,5,"mental_inst",0,1,0
18,"18_20","inoperable",1,6,"prison",1,0,0
18,"18_21","inoperable",0,3,"mental_inst",0,1,0
18,"18_22","operable",1,6,"free",0,0,1
18,"18_23","jealous_rage",0,6,"prison",1,0,0
18,"18_24","inoperable",1,6,"mental_inst",0,1,0
18,"18_25","jealous_rage",0,5,"mental_inst",0,1,0
18,"18_26","jealous_rage",1,5,"mental_inst",0,1,0
18,"18_27","operable",0,4,"free",0,0,1
18,"18_28","operable",1,2,"mental_inst",0,1,0
18,"18_29","operable",0,7,"mental_inst",0,1,0
18,"18_30","jealous_rage",1,5,"prison",1,0,0
18,"18_31","inoperable",0,4,"mental_inst",0,1,0
18,"18_32","jealous_rage",1,2,"free",0,0,1
18,"18_33","inoperable",0,6,"free",0,0,1
18,"18_34","jealous_rage",1,5,"mental_inst",0,1,0
18,"18_35","inoperable",0,5,"free",0,0,1
18,"18_36","operable",1,5,"prison",1,0,0
18,"18_37","inoperable",0,5,"prison",1,0,0
18,"18_38","operable",1,1,"mental_inst",0,1,0
18,"18_39","inoperable",0,6,"prison",1,0,0
18,"18_40","jealous_rage",1,4,"free",0,0,1
18,"18_41","inoperable",0,2,"mental_inst",0,1,0
18,"18_42","operable",1,2,"prison",1,0,0
18,"18_43","jealous_rage",0,3,"prison",1,0,0
18,"18_44","inoperable",1,7,"free",0,0,1
18,"18_45","inoperable",0,7,"mental_inst",0,1,0
18,"18_46","inoperable",1,6,"mental_inst",0,1,0
18,"18_47","inoperable",0,4,"prison",1,0,0
18,"18_48","operable",1,5,"free",0,0,1
18,"18_49","inoperable",0,4,"prison",1,0,0
18,"18_50","operable",1,1,"free",0,0,1
18,"18_51","operable",0,4,"mental_inst",0,1,0
18,"18_52","jealous_rage",1,4,"free",0,0,1
18,"18_53","inoperable",0,6,"mental_inst",0,1,0
18,"18_54","operable",1,4,"prison",1,0,0
18,"18_55","jealous_rage",0,3,"prison",1,0,0
18,"18_56","inoperable",1,7,"free",0,0,1
18,"18_57","inoperable",0,4,"free",0,0,1
18,"18_58","jealous_rage",1,5,"free",0,0,1
18,"18_59","inoperable",0,7,"prison",1,0,0
18,"18_60","operable",1,2,"free",0,0,1
18,"18_61","operable",0,3,"free",0,0,1
18,"18_62","jealous_rage",1,3,"free",0,0,1
18,"18_63","jealous_rage",0,5,"mental_inst",0,1,0
18,"18_64","jealous_rage",1,6,"prison",1,0,0
18,"18_65","jealous_rage",0,3,"mental_inst",0,1,0
18,"18_66","operable",1,2,"mental_inst",0,1,0
18,"18_67","jealous_rage",0,6,"mental_inst",0,1,0
18,"18_68","operable",1,1,"free",0,0,1
18,"18_69","operable",0,6,"free",0,0,1
18,"18_70","operable",1,6,"mental_inst",0,1,0
18,"18_71","operable",0,4,"prison",1,0,0
18,"18_72","jealous_rage",1,5,"mental_inst",0,1,0
18,"18_73","jealous_rage",0,1,"prison",1,0,0
18,"18_74","operable",1,7,"mental_inst",0,1,0
18,"18_75","inoperable",0,2,"mental_inst",0,1,0
18,"18_76","operable",1,6,"free",0,0,1
18,"18_77","jealous_rage",0,6,"mental_inst",0,1,0
18,"18_78","jealous_rage",1,1,"free",0,0,1
18,"18_79","operable",0,6,"mental_inst",0,1,0
18,"18_80","inoperable",1,7,"free",0,0,1
19,"19_1","jealous_rage",0,3,"prison",1,0,0
19,"19_2","inoperable",1,6,"prison",1,0,0
19,"19_3","jealous_rage",0,5,"free",0,0,1
19,"19_4","inoperable",1,3,"prison",1,0,0
19,"19_5","inoperable",0,3,"mental_inst",0,1,0
19,"19_6","jealous_rage",1,4,"free",0,0,1
19,"19_7","inoperable",0,6,"prison",1,0,0
19,"19_8","operable",1,6,"prison",1,0,0
19,"19_9","jealous_rage",0,6,"mental_inst",0,1,0
19,"19_10","inoperable",1,6,"prison",1,0,0
19,"19_11","jealous_rage",0,5,"mental_inst",0,1,0
19,"19_12","inoperable",1,5,"mental_inst",0,1,0
19,"19_13","operable",0,2,"prison",1,0,0
19,"19_14","inoperable",1,1,"free",0,0,1
19,"19_15","inoperable",0,4,"free",0,0,1
19,"19_16","jealous_rage",1,2,"free",0,0,1
19,"19_17","inoperable",0,7,"mental_inst",0,1,0
19,"19_18","inoperable",1,7,"prison",1,0,0
19,"19_19","jealous_rage",0,7,"prison",1,0,0
19,"19_20","operable",1,5,"prison",1,0,0
19,"19_21","inoperable",0,3,"prison",1,0,0
19,"19_22","jealous_rage",1,7,"prison",1,0,0
19,"19_23","operable",0,3,"prison",1,0,0
19,"19_24","jealous_rage",1,7,"free",0,0,1
19,"19_25","inoperable",0,4,"free",0,0,1
19,"19_26","inoperable",1,1,"prison",1,0,0
19,"19_27","operable",0,3,"mental_inst",0,1,0
19,"19_28","jealous_rage",1,3,"mental_inst",0,1,0
19,"19_29","operable",0,5,"mental_inst",0,1,0
19,"19_30","operable",1,2,"mental_inst",0,1,0
19,"19_31","operable",0,7,"prison",1,0,0
19,"19_32","operable",1,4,"mental_inst",0,1,0
19,"19_33","jealous_rage",0,6,"free",0,0,1
19,"19_34","jealous_rage",1,5,"free",0,0,1
19,"19_35","jealous_rage",0,7,"free",0,0,1
19,"19_36","operable",1,6,"free",0,0,1
19,"19_37","operable",0,2,"prison",1,0,0
19,"19_38","operable",1,3,"mental_inst",0,1,0
19,"19_39","operable",0,7,"prison",1,0,0
19,"19_40","jealous_rage",1,5,"prison",1,0,0
19,"19_41","inoperable",0,4,"mental_inst",0,1,0
19,"19_42","jealous_rage",1,5,"mental_inst",0,1,0
19,"19_43","inoperable",0,4,"free",0,0,1
19,"19_44","operable",1,2,"mental_inst",0,1,0
19,"19_45","operable",0,5,"mental_inst",0,1,0
19,"19_46","inoperable",1,4,"prison",1,0,0
19,"19_47","operable",0,7,"free",0,0,1
19,"19_48","inoperable",1,4,"mental_inst",0,1,0
19,"19_49","jealous_rage",0,2,"free",0,0,1
19,"19_50","operable",1,6,"free",0,0,1
19,"19_51","operable",0,5,"free",0,0,1
19,"19_52","inoperable",1,1,"free",0,0,1
19,"19_53","operable",0,1,"free",0,0,1
19,"19_54","inoperable",1,6,"mental_inst",0,1,0
19,"19_55","operable",0,3,"free",0,0,1
19,"19_56","jealous_rage",1,6,"mental_inst",0,1,0
19,"19_57","operable",0,2,"prison",1,0,0
19,"19_58","inoperable",1,3,"free",0,0,1
19,"19_59","jealous_rage",0,6,"prison",1,0,0
19,"19_60","jealous_rage",1,3,"prison",1,0,0
19,"19_61","operable",0,3,"free",0,0,1
19,"19_62","operable",1,5,"mental_inst",0,1,0
19,"19_63","jealous_rage",0,4,"mental_inst",0,1,0
19,"19_64","jealous_rage",1,4,"mental_inst",0,1,0
19,"19_65","inoperable",0,7,"mental_inst",0,1,0
19,"19_66","jealous_rage",1,7,"prison",1,0,0
19,"19_67","jealous_rage",0,3,"prison",1,0,0
19,"19_68","inoperable",1,6,"mental_inst",0,1,0
19,"19_69","inoperable",0,4,"mental_inst",0,1,0
19,"19_70","operable",1,5,"mental_inst",0,1,0
19,"19_71","jealous_rage",0,2,"free",0,0,1
19,"19_72","inoperable",1,2,"mental_inst",0,1,0
19,"19_73","inoperable",0,2,"free",0,0,1
19,"19_74","jealous_rage",1,4,"mental_inst",0,1,0
19,"19_75","jealous_rage",0,5,"prison",1,0,0
19,"19_76","inoperable",1,2,"mental_inst",0,1,0
19,"19_77","jealous_rage",0,4,"prison",1,0,0
19,"19_78","inoperable",1,3,"mental_inst",0,1,0
19,"19_79","inoperable",0,7,"prison",1,0,0
19,"19_80","operable",1,5,"free",0,0,1
20,"20_1","inoperable",0,2,"free",0,0,1
20,"20_2","operable",1,1,"mental_inst",0,1,0
20,"20_3","jealous_rage",0,7,"prison",1,0,0
20,"20_4","inoperable",1,1,"prison",1,0,0
20,"20_5","inoperable",0,4,"mental_inst",0,1,0
20,"20_6","operable",1,3,"mental_inst",0,1,0
20,"20_7","operable",0,2,"free",0,0,1
20,"20_8","inoperable",1,4,"free",0,0,1
20,"20_9","operable",0,3,"free",0,0,1
20,"20_10","jealous_rage",1,4,"mental_inst",0,1,0
20,"20_11","inoperable",0,7,"free",0,0,1
20,"20_12","operable",1,3,"prison",1,0,0
20,"20_13","inoperable",0,5,"free",0,0,1
20,"20_14","jealous_rage",1,1,"prison",1,0,0
20,"20_15","inoperable",0,7,"prison",1,0,0
20,"20_16","operable",1,7,"free",0,0,1
20,"20_17","inoperable",0,5,"prison",1,0,0
20,"20_18","inoperable",1,2,"mental_inst",0,1,0
20,"20_19","jealous_rage",0,3,"prison",1,0,0
20,"20_20","operable",1,1,"mental_inst",0,1,0
20,"20_21","inoperable",0,3,"mental_inst",0,1,0
20,"20_22","jealous_rage",1,4,"free",0,0,1
20,"20_23","inoperable",0,5,"mental_inst",0,1,0
20,"20_24","jealous_rage",1,7,"mental_inst",0,1,0
20,"20_25","operable",0,3,"prison",1,0,0
20,"20_26","inoperable",1,1,"free",0,0,1
20,"20_27","operable",0,4,"mental_inst",0,1,0
20,"20_28","operable",1,1,"free",0,0,1
20,"20_29","operable",0,4,"prison",1,0,0
20,"20_30","jealous_rage",1,2,"free",0,0,1
20,"20_31","operable",0,7,"mental_inst",0,1,0
20,"20_32","operable",1,3,"free",0,0,1
20,"20_33","jealous_rage",0,1,"mental_inst",0,1,0
20,"20_34","operable",1,6,"prison",1,0,0
20,"20_35","inoperable",0,2,"prison",1,0,0
20,"20_36","inoperable",1,3,"mental_inst",0,1,0
20,"20_37","jealous_rage",0,4,"free",0,0,1
20,"20_38","operable",1,6,"mental_inst",0,1,0
20,"20_39","operable",0,6,"prison",1,0,0
20,"20_40","operable",1,4,"mental_inst",0,1,0
20,"20_41","inoperable",0,2,"mental_inst",0,1,0
20,"20_42","jealous_rage",1,2,"free",0,0,1
20,"20_43","inoperable",0,4,"prison",1,0,0
20,"20_44","operable",1,6,"mental_inst",0,1,0
20,"20_45","operable",0,4,"free",0,0,1
20,"20_46","jealous_rage",1,1,"mental_inst",0,1,0
20,"20_47","jealous_rage",0,1,"prison",1,0,0
20,"20_48","operable",1,6,"prison",1,0,0
20,"20_49","inoperable",0,7,"prison",1,0,0
20,"20_50","operable",1,5,"free",0,0,1
20,"20_51","jealous_rage",0,1,"prison",1,0,0
20,"20_52","inoperable",1,4,"free",0,0,1
20,"20_53","jealous_rage",0,5,"mental_inst",0,1,0
20,"20_54","inoperable",1,1,"mental_inst",0,1,0
20,"20_55","operable",0,2,"mental_inst",0,1,0
20,"20_56","jealous_rage",1,3,"prison",1,0,0
20,"20_57","inoperable",0,2,"free",0,0,1
20,"20_58","jealous_rage",1,2,"prison",1,0,0
20,"20_59","inoperable",0,3,"prison",1,0,0
20,"20_60","inoperable",1,6,"prison",1,0,0
20,"20_61","jealous_rage",0,7,"prison",1,0,0
20,"20_62","jealous_rage",1,1,"mental_inst",0,1,0
20,"20_63","jealous_rage",0,7,"free",0,0,1
20,"20_64","operable",1,3,"free",0,0,1
20,"20_65","jealous_rage",0,1,"free",0,0,1
20,"20_66","jealous_rage",1,6,"mental_inst",0,1,0
20,"20_67","inoperable",0,3,"free",0,0,1
20,"20_68","jealous_rage",1,1,"prison",1,0,0
20,"20_69","jealous_rage",0,5,"free",0,0,1
20,"20_70","jealous_rage",1,3,"mental_inst",0,1,0
20,"20_71","inoperable",0,7,"prison",1,0,0
20,"20_72","operable",1,6,"free",0,0,1
20,"20_73","operable",0,5,"prison",1,0,0
20,"20_74","operable",1,4,"prison",1,0,0
20,"20_75","operable",0,2,"free",0,0,1
20,"20_76","operable",1,2,"mental_inst",0,1,0
20,"20_77","inoperable",0,6,"mental_inst",0,1,0
20,"20_78","inoperable",1,1,"free",0,0,1
20,"20_79","jealous_rage",0,7,"prison",1,0,0
20,"20_80","inoperable",1,1,"prison",1,0,0
21,"21_1","jealous_rage",0,6,"prison",1,0,0
